App,Rating,Reviews,Size,Installs,Price,Content Rating,Subscription_Type,Year,Month,Day,Application_Type,Android_version,Primary_Application_Type
HTC Sense Input-CA,3.1,124,1.9,100000,0.0,Everyone,0,2014,4,22,Tools,4.1 and up,Tools
HTC Sense Input-AR,3.8,1420,2.7,100000,0.0,Everyone,0,2014,4,22,Tools,4.1 and up,Tools
Digital Alarm Clock,4.2,118439,16000.0,10000000,0.0,Everyone,0,2018,6,19,Tools,4.4 and up,Tools
Alarm Clock Free,4.0,59973,11000.0,10000000,0.0,Everyone,0,2018,3,16,Tools,4.0 and up,Tools
Puzzle Alarm Clock ⏰,4.3,32111,5.3,1000000,0.0,Everyone,0,2018,8,3,Tools,4.4 and up,Tools
I Can't Wake Up! Alarm Clock,4.5,70404,4.2,1000000,0.0,Everyone,0,2018,5,25,Tools,4.0 and up,Tools
Brightest Flashlight - LED Light,4.5,876866,9.1,50000000,0.0,Everyone,0,2018,7,27,Tools,4.0.3 and up,Tools
LED Flashlight,4.4,207706,4.3,10000000,0.0,Everyone,0,2017,7,10,Tools,3.0 and up,Tools
"CM Flashlight (Compass, SOS)",4.4,166367,1.8,5000000,0.0,Everyone,0,2018,5,25,Tools,2.3 and up,Tools
Flashlight - Torch LED Light,4.4,192661,8.5,10000000,0.0,Everyone,0,2018,7,7,Tools,4.1 and up,Tools
Super Flashlight + LED,4.3,54207,4.4,5000000,0.0,Everyone,0,2017,7,11,Tools,3.0 and up,Tools
Brightest Flashlight Free ®,4.7,1335799,3.8,50000000,0.0,Everyone,0,2017,10,27,Tools,4.2 and up,Tools
CALCU™ Stylish Calculator Free,4.7,152692,11000.0,5000000,0.0,Everyone,0,2018,7,7,Tools,4.1 and up,Tools
Calculator with Percent (Free),4.8,48211,7.4,1000000,0.0,Everyone,0,2017,11,18,Tools,4.1 and up,Tools
Graphing Calculator,3.9,12388,5.3,1000000,0.0,Everyone,0,2016,4,1,Tools,2.3 and up,Tools
Unit Converter,4.5,85387,5.4,1000000,0.0,Everyone,0,2018,7,3,Tools,4.0 and up,Tools
Calculator ++,4.6,33509,3.6,1000000,0.0,Everyone,0,2018,5,12,Tools,4.4 and up,Tools
ConvertPad - Unit Converter,4.4,90831,4.3,10000000,0.0,Everyone,0,2017,6,18,Tools,4.2 and up,Tools
Classic Calculator,4.0,85659,27000.0,5000000,0.0,Everyone,0,2018,2,25,Tools,3.0 and up,Tools
weight conversion calculator,4.0,807,1.8,100000,0.0,Everyone,0,2018,5,18,Tools,2.3 and up,Tools
Age Calculator,4.4,24265,3.3,1000000,0.0,Everyone,0,2017,7,25,Tools,4.0.3 and up,Tools
EzCalculator,4.1,1657,2.0,100000,0.0,Everyone,0,2017,9,17,Tools,5.0 and up,Tools
SuperVPN Free VPN Client,4.3,576454,6.1,50000000,0.0,Everyone,0,2018,2,5,Tools,4.0.3 and up,Tools
Hideman VPN,4.1,88675,9.6,5000000,0.0,Everyone,0,2018,7,24,Tools,4.0 and up,Tools
Fast Secure VPN,4.3,56848,9.6,1000000,0.0,Everyone,0,2018,5,18,Tools,4.1 and up,Tools
Free & Premium VPN - FinchVPN,4.2,19096,10000.0,1000000,0.0,Everyone,0,2018,7,5,Tools,4.1 and up,Tools
Hotspot Shield Free VPN Proxy & Wi-Fi Security,4.2,1116393,8.2,50000000,0.0,Everyone,0,2018,8,6,Tools,4.1 and up,Tools
OpenVPN Connect – Fast & Safe SSL VPN Client,4.2,154578,14000.0,10000000,0.0,Everyone,0,2018,5,25,Tools,4.1 and up,Tools
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN",4.2,40676,25000.0,1000000,0.0,Everyone,0,2018,7,5,Tools,4.1 and up,Tools
FREEDOME VPN Unlimited anonymous Wifi Security,4.3,39833,9.9,1000000,0.0,Everyone,0,2018,7,9,Tools,4.0.3 and up,Tools
SurfEasy Secure Android VPN,4.5,273283,22000.0,5000000,0.0,Everyone,0,2018,7,11,Tools,4.0.3 and up,Tools
TunnelBear VPN,4.4,139480,13000.0,5000000,0.0,Everyone,0,2018,4,19,Tools,4.1 and up,Tools
VPN Free - Betternet Hotspot VPN & Private Browser,4.5,801054,8.9,10000000,0.0,Everyone,0,2018,8,1,Tools,4.1 and up,Tools
Smart Keyboard Trial,4.1,65597,2.4,10000000,0.0,Everyone,0,2017,4,28,Tools,2.3 and up,Tools
"Emoji keyboard - Cute Emoticons, GIF, Stickers",4.4,1107320,25000.0,50000000,0.0,Everyone,0,2018,8,7,Tools,4.1 and up,Tools
Wifi Analyzer,4.4,335115,1.8,10000000,0.0,Everyone,0,2018,4,7,Tools,6.0 and up,Tools
Network Signal Info,4.1,33926,17000.0,1000000,0.0,Everyone,0,2018,8,3,Tools,4.2 and up,Tools
osmino Wi-Fi: free WiFi,4.2,134203,4.1,10000000,0.0,Everyone,0,2018,8,6,Tools,4.4 and up,Tools
WiFi Overview 360,4.1,15693,18000.0,1000000,0.0,Everyone,0,2018,8,3,Tools,4.2 and up,Tools
Speedcheck,4.6,48979,14000.0,1000000,0.0,Everyone,0,2018,8,4,Tools,4.0.3 and up,Tools
Wifi Inspector,4.3,63712,13000.0,5000000,0.0,Everyone,0,2016,5,12,Tools,2.3 and up,Tools
NETGEAR WiFi Analytics,4.1,9496,696.0,1000000,0.0,Everyone,0,2014,4,25,Tools,2.2 and up,Tools
Keypad Lock Screen,4.2,428581,4.7,10000000,0.0,Everyone,0,2018,7,17,Tools,4.0 and up,Tools
photo keypad lockscreen,4.1,225544,8.1,10000000,0.0,Everyone,0,2018,7,17,Tools,4.0 and up,Tools
Solo Locker (DIY Locker),4.5,474439,7.9,10000000,0.0,Everyone,0,2018,6,26,Tools,4.2 and up,Tools
Lock Screen,4.0,41137,4.6,1000000,0.0,Everyone,0,2017,11,15,Tools,3.2 and up,Tools
ZERO Lock Screen,3.5,75336,544.0,1000000,0.0,Everyone,0,2016,2,5,Tools,4.0 and up,Tools
AppLock - Fingerprint,4.4,745245,3.5,10000000,0.0,Everyone,0,2018,4,13,Tools,2.3 and up,Tools
Screen Off and Lock,4.1,172990,525.0,10000000,0.0,Everyone,0,2017,12,2,Tools,2.2 and up,Tools
Screen Lock,4.2,68309,2.1,1000000,0.0,Everyone,0,2017,11,23,Tools,4.0 and up,Tools
Funny Ringtones,4.4,7146,14000.0,1000000,0.0,Everyone 10+,0,2018,2,2,Personalization,4.0 and up,Personalization
"XOS - Launcher,Theme,Wallpaper",4.6,49657,8.7,5000000,0.0,Everyone,0,2018,8,6,Personalization,4.4 and up,Personalization
3D Live Neon Weed Launcher,4.5,1724,21000.0,100000,0.0,Mature 17+,0,2018,6,26,Personalization,4.0.3 and up,Personalization
Evie Launcher,4.7,139258,13000.0,5000000,0.0,Everyone,0,2018,8,3,Personalization,4.4 and up,Personalization
Golden Launcher,4.4,32794,12000.0,5000000,0.0,Everyone,0,2018,7,31,Personalization,4.2 and up,Personalization
Launcher,4.5,102923,18000.0,1000000,0.0,Everyone,0,2018,7,10,Personalization,5.0 and up,Personalization
"CM Launcher 3D - Theme, Wallpapers, Efficient",4.6,6702776,17000.0,100000000,0.0,Teen,0,2018,8,3,Personalization,4.0.3 and up,Personalization
4K Wallpapers and Ultra HD Backgrounds,4.6,7583,3.8,500000,0.0,Everyone 10+,0,2018,7,4,Personalization,4.0.3 and up,Personalization
Birds Sounds Ringtones & Wallpapers,4.6,5073,23000.0,1000000,0.0,Everyone 10+,0,2017,9,25,Personalization,4.0 and up,Personalization
Funny Alarm Clock Ringtones,4.5,15633,14000.0,1000000,0.0,Everyone,0,2017,3,9,Personalization,4.0.3 and up,Personalization
"Color Call - Caller Screen, LED Flash",4.7,29485,9.9,1000000,0.0,Everyone,0,2018,7,20,Personalization,4.0 and up,Personalization
New Launcher 2018,4.4,142393,12000.0,10000000,0.0,Everyone,0,2018,7,31,Personalization,4.2 and up,Personalization
Diamond Zipper Lock Screen,4.3,71688,12000.0,10000000,0.0,Everyone,0,2018,6,11,Personalization,4.1 and up,Personalization
"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",4.7,114851,20000.0,10000000,0.0,Everyone,0,2018,7,20,Personalization,4.1 and up,Personalization
3D Blue Glass Water Keyboard Theme,4.1,62209,7.4,10000000,0.0,Everyone,0,2018,7,1,Personalization,4.0.3 and up,Personalization
Backgrounds (HD Wallpapers),4.7,202474,3.0,10000000,0.0,Teen,0,2017,8,9,Personalization,4.0 and up,Personalization
New 2018 Keyboard,4.6,298321,14000.0,10000000,0.0,Everyone,0,2018,8,5,Personalization,4.2 and up,Personalization
"APUS Launcher - Theme, Wallpaper, Hide Apps",4.5,5783441,14000.0,100000000,0.0,Everyone,0,2018,8,6,Personalization,4.0.3 and up,Personalization
ZenUI Themes – Stylish Themes,4.4,47393,7.2,10000000,0.0,Everyone,0,2018,5,24,Personalization,5.0 and up,Personalization
"Keyboard - wallpapers , photos",4.4,55525,22000.0,10000000,0.0,Everyone,0,2018,2,26,Personalization,4.0 and up,Personalization
Lovely Cute Pink Kitty Cat Keyboard Theme,4.3,2267,7.2,500000,0.0,Everyone,0,2018,7,9,Personalization,4.0.3 and up,Personalization
Microsoft Launcher,4.6,649568,26000.0,10000000,0.0,Everyone,0,2018,8,1,Personalization,4.2 and up,Personalization
Goku Wallpaper Art,4.7,6342,38000.0,1000000,0.0,Everyone,0,2018,7,13,Personalization,4.1 and up,Personalization
Door Lock Screen,4.3,5413,3.9,1000000,0.0,Everyone,0,2018,7,28,Personalization,4.0 and up,Personalization
Cute wallpapers & kawaii backgrounds images,4.6,4724,5.4,1000000,0.0,Everyone,0,2018,7,30,Personalization,4.0.3 and up,Personalization
ASUS Cover for ZenFone 2,4.4,43960,9.8,10000000,0.0,Everyone,0,2017,12,1,Personalization,5.0 and up,Personalization
"Hola Launcher- Theme,Wallpaper",4.5,3277209,7.6,100000000,0.0,Everyone,0,2018,5,9,Personalization,4.0 and up,Personalization
OnePlus Icon Pack - Square,4.7,229,1.1,500000,0.0,Everyone,0,2018,5,23,Personalization,5.0 and up,Personalization
Live 3D Neon Blue Love Heart Keyboard Theme,4.3,6626,9.1,1000000,0.0,Everyone,0,2018,7,25,Personalization,4.0.3 and up,Personalization
Pink Diamond Princess Keyboard Theme,3.7,10796,6.8,1000000,0.0,Everyone,0,2018,7,6,Personalization,4.0.3 and up,Personalization
"Wallpapers HD, 4K Backgrounds",4.7,273994,12000.0,10000000,0.0,Everyone,0,2018,7,23,Personalization,4.4 and up,Personalization
Photo Lock App - Hide Pictures & Videos,4.5,29203,3.3,5000000,0.0,Everyone,0,2017,12,10,Personalization,4.0 and up,Personalization
Romantic Love Photo Frames,4.4,18918,12000.0,5000000,0.0,Everyone,0,2018,6,19,Personalization,4.0 and up,Personalization
Colorful Glitter Neon Butterfly Keyboard Theme,4.3,2056,9.8,500000,0.0,Everyone,0,2018,7,25,Personalization,4.0.3 and up,Personalization
OnePlus Icon Pack,4.8,440,920.0,500000,0.0,Everyone,0,2018,5,23,Personalization,5.0 and up,Personalization
Water Garden Live Wallpaper,4.6,66453,14000.0,5000000,0.0,Everyone,0,2018,4,10,Personalization,2.3 and up,Personalization
Water Droplets Keyboard Theme,4.1,398,6.8,100000,0.0,Everyone,0,2018,6,29,Personalization,4.0.3 and up,Personalization
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",4.7,12089,27000.0,500000,0.0,Everyone,0,2018,7,3,Personalization,4.0 and up,Personalization
Freeme Launcher—Stylish Theme,4.1,2828,7.4,100000,0.0,Everyone,0,2017,1,22,Personalization,4.1 and up,Personalization
Ringtones & Wallpapers for Me,4.2,89342,29000.0,10000000,0.0,Everyone,0,2018,1,30,Personalization,4.1 and up,Personalization
Zooper Widget,4.0,30498,5.9,1000000,0.0,Everyone,0,2015,3,11,Personalization,3.2 and up,Personalization
Beautiful Widgets Pro,4.2,97890,14000.0,1000000,2.49,Everyone,1,2016,8,24,Personalization,2.3 and up,Personalization
Beautiful Widgets Free,3.9,25037,14000.0,1000000,0.0,Everyone,0,2016,10,20,Personalization,2.3 and up,Personalization
HD Widgets,4.3,58617,26000.0,1000000,0.99,Everyone,1,2016,12,7,Personalization,4.4 and up,Personalization
DashClock Widget,4.1,62301,1.9,1000000,0.0,Everyone,0,2016,5,11,Personalization,4.2 and up,Personalization
Fancy Widgets,4.2,37237,3.9,5000000,0.0,Everyone,0,2014,4,4,Personalization,1.6 and up,Personalization
Kairo XP (for HD Widgets),4.4,1591,779.0,10000,0.99,Everyone,1,2015,1,7,Personalization,4.0.3 and up,Personalization
Best Wallpapers QHD,4.4,294701,5.1,10000000,0.0,Teen,0,2018,3,17,Personalization,4.0.3 and up,Personalization
Dog Licks Screen Wallpaper,4.3,63624,10000.0,5000000,0.0,Everyone,0,2017,11,20,Personalization,4.0.3 and up,Personalization
Waterfall Live Wallpaper,4.1,112977,13000.0,10000000,0.0,Everyone,0,2018,5,22,Personalization,4.1 and up,Personalization
Galaxy Live Wallpaper,4.2,58052,4.0,5000000,0.0,Teen,0,2017,9,14,Personalization,2.3.3 and up,Personalization
Northern Lights FREE (Aurora),4.1,12180,5.4,1000000,0.0,Everyone,0,2016,12,24,Personalization,2.1 and up,Personalization
Flowers Live Wallpaper,4.1,118459,3.3,10000000,0.0,Everyone,0,2017,10,27,Personalization,4.1 and up,Personalization
Petals 3D live wallpaper,4.2,112479,4.3,10000000,0.0,Everyone,0,2018,7,25,Personalization,4.2 and up,Personalization
Galactic Core Free Wallpaper,4.1,69417,853.0,10000000,0.0,Everyone,0,2014,5,1,Personalization,2.1 and up,Personalization
LINE Launcher,4.4,733838,21000.0,10000000,0.0,Everyone,0,2018,6,29,Personalization,4.0.3 and up,Personalization
Asteroids 3D live wallpaper,4.1,157495,6.4,10000000,0.0,Everyone,0,2018,7,24,Personalization,4.4 and up,Personalization
Sun Rise Free Live Wallpaper,4.3,86481,8.6,10000000,0.0,Everyone,0,2018,1,31,Personalization,4.0 and up,Personalization
Wallpapers HD,4.6,484981,2.1,10000000,0.0,Everyone,0,2016,11,28,Personalization,3.0 and up,Personalization
Tiger Live Wallpaper,4.1,77724,7.1,5000000,0.0,Teen,0,2018,5,31,Personalization,4.0 and up,Personalization
Pink Roses Live Wallpaper,4.2,33074,3.3,1000000,0.0,Everyone,0,2018,5,4,Personalization,4.1 and up,Personalization
Butterfly Live Wallpaper,4.1,35771,3.5,5000000,0.0,Everyone,0,2018,5,4,Personalization,4.1 and up,Personalization
Koi Free Live Wallpaper,4.2,290241,4.1,50000000,0.0,Everyone,0,2014,6,24,Personalization,2.1 and up,Personalization
Wallpaper,4.5,69488,9.7,1000000,0.0,Everyone,0,2018,7,8,Personalization,4.1 and up,Personalization
Wolves Live Wallpaper,4.3,10401,3.3,1000000,0.0,Everyone,0,2017,10,27,Personalization,4.1 and up,Personalization
Horses Live Wallpaper,4.2,28806,7.1,1000000,0.0,Everyone,0,2018,5,22,Personalization,4.1 and up,Personalization
Tropical Beach Live Wallpaper,4.0,11343,8.4,1000000,0.0,Everyone,0,2018,5,22,Personalization,4.1 and up,Personalization
Glowing Flowers Live Wallpaper,4.2,66730,7.0,5000000,0.0,Everyone,0,2018,5,21,Personalization,4.1 and up,Personalization
Dolphins Live Wallpaper,4.2,25807,5.5,1000000,0.0,Everyone,0,2017,10,29,Personalization,4.1 and up,Personalization
Buzz Launcher-Smart&Free Theme,4.4,251616,13000.0,10000000,0.0,Everyone,0,2017,11,13,Personalization,4.0.3 and up,Personalization
BIG Launcher,4.3,881,5.9,10000,9.99,Everyone,1,2018,6,20,Personalization,2.1 and up,Personalization
"iKeyboard - emoji, emoticons",4.5,624924,24000.0,10000000,0.0,Everyone,0,2018,8,1,Personalization,4.1 and up,Personalization
Simple Neon Blue Future Tech Keyboard Theme,4.1,51145,6.2,10000000,0.0,Everyone,0,2018,6,28,Personalization,4.0.3 and up,Personalization
TouchPal Purple Butterfly Theme,4.2,7435,6.9,1000000,0.0,Everyone,0,2018,6,28,Personalization,4.0.3 and up,Personalization
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,4.2,115773,13000.0,10000000,0.0,Everyone,0,2018,5,22,Personalization,4.1 and up,Personalization
Lavender Emoji Keyboard Theme,4.1,12008,6.1,1000000,0.0,Everyone,0,2016,5,27,Personalization,4.0 and up,Personalization
Microsoft Word,4.5,2084126,13000.0,500000000,0.0,Everyone,0,2018,7,11,Productivity,4.4 and up,Productivity
"AVG Cleaner – Speed, Battery & Memory Booster",4.4,1188154,24000.0,10000000,0.0,Everyone,0,2018,6,14,Productivity,4.1 and up,Productivity
QR Scanner & Barcode Scanner 2018,3.8,8226,4.1,10000000,0.0,Everyone,0,2018,7,20,Productivity,4.4 and up,Productivity
Microsoft Outlook,4.3,3252896,50000.0,100000000,0.0,Everyone,0,2018,8,2,Productivity,4.4 and up,Productivity
Microsoft Excel,4.5,1079491,13000.0,100000000,0.0,Everyone,0,2018,7,14,Productivity,4.4 and up,Productivity
My Claro Peru,3.2,11200,11000.0,5000000,0.0,Everyone,0,2018,7,23,Productivity,4.4 and up,Productivity
Power Booster - Junk Cleaner & CPU Cooler & Boost,4.5,9653,5.1,1000000,0.0,Everyone,0,2018,8,6,Productivity,4.1 and up,Productivity
Google Assistant,4.2,58675,1.3,10000000,0.0,Everyone,0,2018,3,9,Productivity,5.0 and up,Productivity
Microsoft OneNote,4.4,480643,13000.0,100000000,0.0,Everyone,0,2018,7,22,Productivity,4.4 and up,Productivity
Archos File Manager,4.0,2131,2.3,5000000,0.0,Everyone,0,2016,4,22,Productivity,4.1 and up,Productivity
ES File Explorer File Manager,4.6,5383985,16000.0,100000000,0.0,Everyone,0,2018,8,3,Productivity,4.0 and up,Productivity
MyMTN,4.0,8550,15000.0,1000000,0.0,Everyone,0,2018,7,25,Productivity,4.0 and up,Productivity
ASUS Quick Memo,4.5,23089,1.6,10000000,0.0,Everyone,0,2018,4,11,Productivity,5.0 - 8.0,Productivity
lifebox,4.2,56403,49000.0,5000000,0.0,Everyone,0,2018,7,27,Productivity,4.4 and up,Productivity
Content Transfer,4.7,19302,7.2,5000000,0.0,Everyone,0,2018,6,28,Productivity,4.0.3 and up,Productivity
Advanced Task Killer,4.4,577059,1.5,50000000,0.0,Everyone,0,2016,8,7,Productivity,2.3.3 and up,Productivity
Microsoft PowerPoint,4.5,618798,13000.0,100000000,0.0,Everyone,0,2018,7,11,Productivity,4.4 and up,Productivity
Microsoft Translator,4.6,209696,49000.0,5000000,0.0,Everyone,0,2018,6,18,Productivity,4.3 and up,Productivity
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",4.3,1498393,14000.0,50000000,0.0,Everyone,0,2018,8,2,Productivity,4.2 and up,Productivity
Verizon Cloud,4.3,185632,13000.0,50000000,0.0,Everyone,0,2018,7,18,Productivity,4.4 and up,Productivity
myAT&T,3.7,80847,13000.0,50000000,0.0,Everyone,0,2018,7,18,Productivity,5.0 and up,Productivity
Hacker's Keyboard,4.4,41418,1.2,1000000,0.0,Everyone,0,2016,12,11,Productivity,2.2 and up,Productivity
Security & Privacy,4.0,212,10.0,1000000,0.0,Everyone,0,2018,4,26,Productivity,4.1 and up,Productivity
7 Weeks - Habit & Goal Tracker,4.4,6011,4.3,500000,0.0,Everyone,0,2015,12,19,Productivity,4.1 and up,Productivity
Loop - Habit Tracker,4.7,17955,3.8,1000000,0.0,Everyone,0,2018,5,23,Productivity,4.0.3 and up,Productivity
Keeper: Free Password Manager & Secure Vault,4.2,74146,32000.0,10000000,0.0,Everyone,0,2018,7,16,Productivity,4.4 and up,Productivity
Pushbullet - SMS on PC,4.5,176873,4.5,1000000,0.0,Everyone,0,2017,10,30,Productivity,4.1 and up,Productivity
Planner Pro-Personal Organizer,4.0,10270,8.4,1000000,0.0,Everyone,0,2018,3,23,Productivity,4.0 and up,Productivity
Todoist: To-do lists for task management & errands,4.5,155999,12000.0,10000000,0.0,Everyone,0,2018,8,5,Productivity,4.4 and up,Productivity
Cozi Family Organizer,4.4,56713,25000.0,1000000,0.0,Everyone,0,2018,7,5,Productivity,4.1 and up,Productivity
Trello,4.5,72513,12000.0,5000000,0.0,Everyone,0,2018,7,18,Productivity,5.0 and up,Productivity
Easy Voice Recorder,4.4,205191,7.1,10000000,0.0,Everyone,0,2018,6,20,Productivity,4.1 and up,Productivity
Dashlane Free Password Manager,4.6,73695,13000.0,1000000,0.0,Everyone,0,2018,8,6,Productivity,5.0 and up,Productivity
ES File Explorer File Manager,4.6,5383971,16000.0,100000000,0.0,Everyone,0,2018,8,3,Productivity,4.0 and up,Productivity
Solid Explorer Classic,4.5,49794,6.5,1000000,0.0,Everyone,0,2017,6,17,Productivity,2.3 and up,Productivity
File Browser by Astro (File Manager),4.3,609182,9.2,50000000,0.0,Everyone,0,2018,7,2,Productivity,4.0 and up,Productivity
File Explorer,4.1,979,720.0,100000,0.0,Everyone,0,2013,9,30,Productivity,2.2 and up,Productivity
The Maner,4.2,53015,2.2,5000000,0.0,Everyone,0,2017,11,12,Productivity,2.3 and up,Productivity
Solid Explorer File Manager,4.6,67523,13000.0,1000000,0.0,Everyone,0,2018,7,19,Productivity,4.1 and up,Productivity
Smart File Manager,4.2,17415,4.1,1000000,0.0,Everyone,0,2018,7,5,Productivity,4.0 and up,Productivity
Microsoft Word,4.5,2084125,13000.0,500000000,0.0,Everyone,0,2018,7,11,Productivity,4.4 and up,Productivity
Microsoft Excel,4.5,1079616,13000.0,100000000,0.0,Everyone,0,2018,7,14,Productivity,4.4 and up,Productivity
"Polaris Office - Word, Docs, Sheets, Slide, PDF",4.3,549900,60000.0,10000000,0.0,Everyone,0,2018,7,18,Productivity,4.1 and up,Productivity
Microsoft PowerPoint,4.5,618796,13000.0,100000000,0.0,Everyone,0,2018,7,11,Productivity,4.4 and up,Productivity
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",4.5,1508137,37000.0,100000000,0.0,Everyone,0,2018,7,30,Productivity,4.0 and up,Productivity
Microsoft OneNote,4.4,480640,13000.0,100000000,0.0,Everyone,0,2018,7,22,Productivity,4.4 and up,Productivity
Simple Notepad,4.3,12321,713.0,1000000,0.0,Everyone,0,2016,12,25,Productivity,2.3 and up,Productivity
Keep My Notes - Notepad & Memo,4.6,122424,4.7,5000000,0.0,Everyone,0,2018,3,16,Productivity,2.3.3 and up,Productivity
Sticky Note + : Sync Notes,4.2,21507,6.6,1000000,0.0,Everyone,0,2017,8,31,Productivity,4.0 and up,Productivity
Notepad,4.2,80581,2.5,10000000,0.0,Everyone,0,2016,10,16,Productivity,2.3 and up,Productivity
Squid - Take Notes & Markup PDFs,4.2,37204,19000.0,1000000,0.0,Everyone,0,2018,7,21,Productivity,4.0 and up,Productivity
Notepad & To do list,4.3,226295,4.2,10000000,0.0,Everyone,0,2018,6,6,Productivity,2.3.3 and up,Productivity
"JotterPad - Writer, Screenplay, Novel",4.6,57904,11000.0,1000000,0.0,Everyone,0,2018,7,1,Productivity,4.2 and up,Productivity
Todoist: To-do lists for task management & errands,4.5,155999,12000.0,10000000,0.0,Everyone,0,2018,8,5,Productivity,4.4 and up,Productivity
Microsoft OneNote,4.4,480638,13000.0,100000000,0.0,Everyone,0,2018,7,22,Productivity,4.4 and up,Productivity
Calendar+ Schedule Planner App,4.0,8985,5.7,1000000,0.0,Everyone,0,2017,1,16,Productivity,4.0.3 and up,Productivity
Today Calendar 2017,4.2,16349,9.0,1000000,0.0,Everyone,0,2016,4,25,Productivity,4.1 and up,Productivity
New Calendar,4.5,25985,6.9,1000000,0.0,Everyone,0,2018,7,20,Productivity,4.0.3 and up,Productivity
Planner Pro-Personal Organizer,4.0,10270,8.4,1000000,0.0,Everyone,0,2018,3,23,Productivity,4.0 and up,Productivity
Calendar Widget Month + Agenda,4.2,60840,1.9,5000000,0.0,Everyone,0,2018,5,31,Productivity,4.0.3 and up,Productivity
Business Calendar 2,4.6,102594,15000.0,5000000,0.0,Everyone,0,2018,7,23,Productivity,4.1 and up,Productivity
Unclouded - Cloud Manager,4.1,6850,11000.0,100000,0.0,Everyone,0,2016,8,8,Productivity,4.1 and up,Productivity
Amazon Drive,4.4,18669,4.1,1000000,0.0,Everyone,0,2018,1,8,Productivity,4.2 and up,Productivity
SugarSync,4.1,16420,3.8,1000000,0.0,Everyone,0,2018,5,16,Productivity,2.3.3 and up,Productivity
MediaFire,4.1,71432,3.8,5000000,0.0,Everyone,0,2017,11,1,Productivity,4.1 and up,Productivity
Baby Names,4.5,86,2.8,10000,0.0,Everyone,0,2018,8,3,Parenting,4.0.3 and up,Parenting
Zoo For Preschool Kids 3-9 Years,4.3,76,8.2,10000,0.0,Everyone,0,2018,4,24,Parenting;Education,4.0 and up,Parenting
My baby Game (Balloon POP!),3.8,3614,3.3,1000000,0.0,Everyone,0,2018,5,28,Parenting;Brain Games,4.0 and up,Parenting
Arabic Alphabets,4.3,34,6.2,10000,0.0,Everyone,0,2017,1,9,Parenting,2.2 and up,Parenting
Learn the letters and words,4.3,31,85000.0,10000,0.0,Everyone,0,2018,6,15,Parenting;Education,4.0.3 and up,Parenting
Development of the child up to a year,4.6,1413,14000.0,100000,0.0,Mature 17+,0,2018,7,20,Parenting,4.1 and up,Parenting
Favorite children's songs,4.7,39,95000.0,10000,0.0,Everyone,0,2018,7,6,Parenting,4.2 and up,Parenting
